text,sentiment
Everything is very good; thank you for your efforts; the meats and dishes in the newly added a la carte menus are legendary; I definitely recommend it.,positive
smiling employees..,positive
Everything was great; definitely coming back when I'm in Alanya again.,positive
We came here with my family. Staff was very friendly; responsive and professional. Our order was delivered very quickly. The restaurant serve Turkish cuisine. One of the best in Alanya. Recommended.,positive
I drank Beyran soup; the taste of the soup was not bad. The lahmacun was good.,positive
Beyran is really delicious; the service is fast. Friendly and warm waiters.,positive
We came to drink beyran soup for breakfast. We really liked the taste. The accompanying breads were delicious.,positive
I had eaten Beyran in a few places; but I didn't like it very much. I drank here and liked it. I can drink it every day.,positive
I ate katmer here for the first time and I couldn't forget its taste and smell. It may be the most beautiful dessert in the world!!,positive
We ate Beyran. We preferred less spicy; the price is 60 TL. The place is clean; the service is fast.,positive
Lahmacun was terrible.,negative
We tried Lahmacun and Beyran. They were beautiful; thank you.,positive
I'm ending my vacation by leaving my favorite food here..,positive
We had the opportunity to taste beyran for the first time in our lives and we had heard of the reputation of Metanet's beyran. At first; we had a bit of a prejudice; to be honest; about the intense aroma of meat or fat; but it's not like that at all. Beyrani is so delicious and balanced that we can eat it at any time of the day; morning; noon and evening.,positive
Everything is fine; but I have to deduct 1 point because of the prices. There is no problem in taste; presentation and cleanliness.,positive
Great services.,positive
In terms of price performance; I think it is quite reasonable. Employees were also very kind; thank you. I was very satisfied with the spicy-sweet sauce chicken I ate. Only the fries on the side were too simple in my opinion.,positive
Breakfast in the morning is usually very crowded on weekends. Service may be delayed. Meals wasn't bad.,negative
Great ambiance; delicious dishes..,positive
Due to the crowd; my order came late; there is no problem other than that.,positive
The food is delicious; the view is beautiful.,positive
I went on the recommendation of my friend. Everything at breakfast was delicious. Only the butter had a peculiar smell.,positive
The strawberry cake was great; there was fresh dough. And we only paid for what we ate; drank; portioning; etc. no extra fees were asked. It's a wonderful place,positive
When there are so many employees; orders are forgotten; tables are not looked at. The food is really delicious.,negative
I definitely come here every time I come; I like both breakfast and evening meals; but prices have increased a lot from last year to this year.,positive
The worst service I have seen; no one knows what they are doing ,negative
If you want a delicious and local breakfast on the beach; you should definitely try it.Kuymak is even closed to discussion.,positive
My first stop for breakfast in Atakum is a place with quality service and friendly face.,positive
It's nice to have a children's playground. There are a lot of staff working. Good as place and location.,positive
Teas we could only drink 1 tea for a cold breakfast; the staff is being artistic to the customer; fighting and walking on top of him; there is an uncomfortable environment.,negative
This place is beautifully decorated; has excellent staff; successful flavors; plenty of variety.,positive
The service is absolutely amazing; the working friends are very kind; there is no need to explain the taste; it is a restaurant that should definitely be visited.,positive
Portions were very filling and good. We had a nice Sunday breakfast.,positive
The view is nice; the indoor seating area is quite large.,positive
It is a place to eat good pastries in Sariyer. I recommend you to try the mince raisin. Tea 5 TL 1 portion of Meat Pie with Raisins 30 TL,positive
Pastries varieties and pogaca are delicious. There are also breakfast options available. The staff is caring and helpful. Service is fast. I think the prices are reasonable.,positive
Good with potatoes; good with cheese; medium with spinach; medium with minced meat. Plain pastry was good; pastry was good. I did not like the tea.,positive
Great.,positive
I'm a regular at currants and pastries with minced meat. It is both delicious and definitely does not disturb the stomach after eating.,positive
It gets very crowded because it's the weekend; we have to go a little early; you may not find a place to eat something,positive
It's too plentiful; so I guess the prices are high. But a mixture of so many different dishes was not that good.,positive
The most delicious rice I have ever eaten. The ambiance of the environment is terrific; its desserts were amazing too.,positive
I ate baruthane kebab with rice; it was very good; a little expensive.,positive
The place is beautiful and clean. The employees were very kind and concerned. I ate rice and also had sautéed chicken. The flavor was good except the chicken sauté was greasy.,positive
It was nice experience; you have to try it.,positive
250 TL account was received for 1 portion of rice + kuru fasulye + ayran + Cola. Service and waiters are very bad.,negative
It's not something to be exaggerated; and people come from out of town just for their rice. The waiters were kind; the environment was clean.,positive
The flavor is excellent. Roasting meat was like cotton. Price is a little above normal. Location of the restourant was really good.,positive
The menu is very nice; the food is legendary; also the waiters were very polite.,positive
There was a hair strand in my food! There is no problem in service or interest other than this issue; they give the right to the fee they receive.,negative
"very clean table arrangement is good; waiters are very interested; they look immediately; the order comes without a long wait, the food is really delicious as it is said; it is excellent; I recommend it.",positive
We came with a guest from abroad; everything was perfect. Taste; cleanliness; service..,positive
It is a luxurious place where you can try the delicious tastes of both Turkish and Arabic cuisine.,positive
Please review the ticket slip. A business that wants money for the bread on the table; 20 TL for the service fee; 20 TL for the valet.,negative
Unfortunately; the waiters are very uninterested. Since there are too many Arab customers; the attention and interest is more towards them. Stones were found in my food?!,negative
Even though the service is terrible; they ask for a service fee of 144 TL; what a nonsense!,negative
Hatay gastronomy house is an excellent place; you should definitely go... Quality and affordable...,positive
Ambient food; nice open area; heated pet friendly place; renovated garden is very nice.,positive
The venue is beautiful. Food/desserts taste good. I loved the Popcorn Shrimp from the hot appetizers. I loved Pose Armut. Overall good price/performance.,positive
We went for both breakfast and dinner. First of all; it has a very nice environment. When we went for breakfast; we sat inside and one can sit for hours. Its decoration; quiet and nice; being in the trees is very nice. Especially having an open kitchen adds a positive score to the customer.,positive
The place is very beautiful; the food is so delicious; you can go with your pet to one of the rare restaurants that cook the meat to the exact consistency you want. The toilets are not separate for men's and women's toilets so there was a bit of a cleaning problem.,positive
The service is slow; I think there is a lack of staff and unhappiness; it has not to expensive and it was seedy experience.,negative
Although it was crowded; the ambiance and food of the place was nice. Thank you.,positive
Great place.. Contrary to the comments; the employees were interested.. The hot dog was impressive.. The hamburger was not bad.,positive
Despite the current times; it was a very pleasant visit. They currently don’t take booking; they have a walk-in system where you put your name down and after a short wait they seat you inside. Once inside you can opt to be put on a waitlist to sit outside. The setting is really nice and rustic and the tables are well distanced. There was a nice evening crowd and a good energy in the ambience.,positive
The service provided was very nice; I was happy.,positive
Eggs Benedict with pork bacon was nice.,positive
Excellent taste; and the shabbyness of the place was also nice.,positive
A full student meal. The price is cheap and the taste is high.,positive
It's a place with very affordable and delicious pasta. Actually; there is not much variety of pasta. Classic pasta is served with cheddar cheese and sauce. I think the taste and price of the pasta is very good.,positive
They serve an uncooked pasta with a tasteless sauce and cheese and some corn. Half portion is 20 TL. It didn't suit my taste.,negative
I think it was pretty cool. The price of a portion of pasta was 22 TL. I highly recommend you go.,positive
classic alavara pasta; if you don't have a tiny little stomach; say it right. Pasta 42 TL price performance product...,positive
The taste is unbelievably good and satisfying enough; it is also very affordable; but you have a hard time finding an incredibly crowded place.,positive
Not to mention pasta; their sauces are so successful that you can destroy the whole plate without noticing. Also; the dumplings are nice.,positive
Tasty meals.,positive
It was the most delicious pasta I have ever eaten; thank you.,positive
Service was fast. I ate ravioli; it was good.,positive
In general; I was satisfied; since the hamburger is a little small; it will be more satisfying if the one with a higher grammage is chosen.,positive
Burgers are great hot dogs do. It is very interesting that french fries are 114 TL.,positive
Hamburger is really delicious. The fries are normal.,positive
The best hamburger restaurant in Istanbul. Cooking and sauce is very good.,positive
Burgers are super. I've eaten hamburgers in many places; but I've never come across anything like this. Fantastic meal with friendly service in a small but cozy place. I strongly recommend.,positive
The delicious combination of truffle sauce and burger was legendary.,positive
It was one of the best burgers I've ever eaten. The only downside is that the portion is a little small. Apart from that; it is definitely a place to experience.,positive
Well prepared hamburger; special taste. But a little bit expensive.here/,positive
It is delicious in everything with its sauce and bread.,positive
The taste is good; but it's not worth paying 90 TL for a wet hamburger-sized burger and not even getting fries...,negative
They make the pizza in a wood fired stone oven. It's different than any pizza you've experienced before. They use cheddar cheese as cheese. We preferred the 2 and 3 special pizzas.,positive
I definitely recommend the seasonal kenger pizza. We also loved the sauce in three different olive oils; one with garlic; thyme and hot pepper.,positive
You can't get enough of the thin pizza dough. Overcrowded employees are very concerned. We ate pizza at Mia highly recommend.,positive
Staff were quick but surly. the service was actually fast; i can't afford it. We ordered chicken and mushroom pizza; its taste was normal; the dough was very thin and it wasn't burnt; which was the only good thing. Coming to the wage issue; there were prices that did not match the prices of luxury restaurants.,negative
I think it's a nice place. Pizza was also nice; but a little expensive. I liked their sauce.,positive
First of all; the atmosphere is nice; but there should be a solution for flies in the open air; such as fans that blow water. As for the pizza; although the view is beautiful; neither my wife and I did not like the pizza; unfortunately; the sauces that came only to pour on the pizza were good.,negative
Amazing pizzas omg!,positive
The place is spacious; clean. Pizza dough is thin. You had the chance to try 6 types of pizza; I can say that the best is the model with spinach and smoked turkey.,positive
"The dough is very crispy and the most successful part is definitely the dough. And the dough was waiting overnight. Also, there is a 2-3 hour queue; so crowded.",positive
The flavors are number 10. A little expensive; it may be too much for people with a medium budget.,positive
I ate küşleme; simit kebab; mixed cubes. The frosting was juicy and pretty good.,positive
Meats are tasty without fat; but not very suitable for me. Since I like the meat cooked more; I couldn't enjoy it much anyway; I couldn't finish what I ordered. Although the portions are small; the prices are quite expensive.,positive
Delicious but not overdone.,positive
Deserts was amazing; especially baklava! Liked it.,positive
Its küşleme was great. It was very well cooked and juicy. However; the portion was small and they warn about this before ordering. Still; its meat is so delicious that it is worth eating. Prices are a little expensive.,positive
4 people mixed menu with their own salad; 750 TL. For those who say price is not a problem. Meat tastes excellent. There is a parking lot.,positive
We ate küşleme; it was amazing. But as you can see; really really expensive.,positive
We came from out of the town to try their meat. We waited in line for a while; but that's okay. It was an amazing experience. I recommend it to everyone.,positive
It was too oily and the place had problems with cleanliness.,negative
It was too spicy on my first try; but after a few bites I got used to it. The taste is really good; I like it.,positive
it tasted so good that I even ordered and ate the second one!,positive
The taste is good but not satisfying.,positive
Deliciousss!,positive
We came to Abidin Tantuni with my friends from out of town. The pickles and of course the tantuni were very nice.,positive
Tantuni is delicious; service is fast; service is quality. Price of one portion is 85TL,positive
Great job; thank you!,positive
we had a delicious tantuni experience. I was amazed by the taste of ayran; pickles and tantuni trio.,positive
One of the Most Beautiful Meat Tantuni Places. Meat tantuni is very tasty. It's a roadside place. It's a regular restaurant.,positive
The smell is awesome; the taste is normal; the speed is very good. We are full; thank you very much. Ayran was also nice.,positive
Iskender kebab is not a meal worth that much money when I look at the price of 195 TL for 1 portion; rather than its taste.,positive
The first time I ate; it's really worth the price. Taste and hygiene are the most important for me. Toilets were clean.,positive
My order came cold.,positive
There is no problem of waiting queue; the ambiance of the place is nice; well done.,positive
Iskender kebab is a nice; clean and well-served place in Bursa.,positive
The interior is very well designed. It has a historical texture. Employees were engaged. Frankly; the taste of iskender was not overly good; it was normal.,positive
It was delicious as I heard.,positive
The staff is very polite and very concerned. Thank you for the delicious food.,positive
We ate oil ravioli and special ravioli. The ravioli was weak compared to the price. Employees are smiling.,positive
We wanted to try it for yaglama; it was disappointing for me; it had little ground meat; it didn't taste good; the appetizers were bad.,negative
Not perfect but good.,positive
We ate special ravioli; classic ravioli; yaglama; they were not friendly; their yaglama was like minced meat pasta; not greasing.,negative
A very pleasant and quiet restaurant. Most importantly; the food is great. Everything I tasted was delicious.,positive
Recommend.,positive
The ravioli tasted good and was satisfying as a portion; the portion was very small compared to the price of the yaglama.,negative
The restaurant is very nice and elegant. We were greeted very kindly; the flavors were good.,positive
Legendary flavors; I was amazed!,positive
After waiting for about 20 minutes; we were able to eat Classic Ayvalık Toast. It was delicious and crunchy.,positive
Small busy place. We didn't wait long; service was fast. The toast was delicious but the portion was small and expensive.,positive
First of all; they don't accept credit cards. The place is small; you can wait in line to sit. It's worth the taste.,positive
I loved it; with one word it was legendary. In other words; it is the best toast you can eat outside. The price is 35 TL for full Ayvalik toast; Ayran Lemonade is 15 TL.,positive
Bread; cheese; sausage all left incredible flavors on our palate. We recommend it to everyone who will go to Ayvalık.,positive
Liked.,positive
We paid 150 TL for 2 toast and 2 ayran. The only address of Ayvalık Toast. There are many queues; but the queue moves very quickly. Worth the wait.,positive
Ambiance could be better.,positive
When you go to Ayvalık; I definitely recommend you to go here to eat toast. Perfect taste.,positive
Crispy and delicious toast.,positive
Excellent Roman pizza. Fast; pleasant and courteous service.,positive
What an awesome place. The fried starters were lush; as were the rice balls. However; the pizza was amazing; the best I have tasted (in Rome).,positive
It was quite crowded so we waited in line for a long time. The flavor was good.,positive
Authentic Italian restaurant; best pizza I ever ate in my life. You know it’s going to be good when Italians go there. Prices are really cheap as well; it was only 8€ for my pizza.,positive
I strongly recommend. The best of the best. Very thin and soft. Nice service and reasonable price.,positive
The pizzeria in the heart of Testaccio is open from 19:00 without reservation... fills up immediately. Excellent typical Roman pizza.,positive
Great thin crust pizza. Its super busy so be prepared for a decent wait. The suppli and fiore di zucca aren't the best; but the pizzas are top notch.,positive
"Not touristic, that's why super. The place is real; truly local; authentic. Atmosphere here is really special. Waiters are cool guys; not trying to be super polite. Love it!",positive
Awesome locals spot for pizza and typical Roman fare.,positive
Best pizza around. GOAT status. Have to try that Diavola pizza. Absolutely no cap!,positive
The food is quite delicious. The prices are higher than the average in Samsun; but suitable for a decent place. The waiters were interested; the appetizers were delicious.,positive
Diyarbakır Ocakbasi is one of the most established places of Samsun; but I couldn't understand this branch. The taste of the food is very good; there is no problem about it; but the service is very heavy; the number of staff is insufficient.,positive
The view is beautiful; the food is good. It's about the waiters. If you are going alone in the evening; a reservation seems to be a must. Too crowded.,positive
It was a great place; the most beautiful meatloaf I've ever eaten in my life.  The cheddar lahmacun and stuffed ribs were perfect; and the meat had no smell. The service is nice; they respect.,positive
2 appetizers 1 salad the smell of blood and the taste of meat were disgusting chicken and lamb were fine.,negative
I gave unnecessary money. It had no taste; no service. It was very expensive.,negative
A restaurant that has lost its previous refinement. Lahmacun as seen in the photo. The service is slow. I recommend a little more wannabe and attention.,negative
The food was great; the service was fast and the staff was friendly. Stuffed ribs were very fresh and delicious.,positive
We tried Lahmacun and Beyti. They both taste great.,positive
Their meat was incredibly bad. Chicken canada had another taste.  The service is nice; but I would say the flavor is 0. In a cooker; this tastelessness is surprising; obviously.,negative
It's nice that it's open every time in a day. Turkish coffee + tea + 2 pastries =52TL. Service is average... Turkish coffee is not tasty.,positive
Delicious tastes; clean place.,positive
We have a full breakfast and pay 20 TL. Isn't it perfect?,positive
We had a pleasant breakfast in a bright environment.,positive
There's a mess inside; the business really needs to improve on the organization.,negative
A bakery and Patisserie that offers quality; delicious and plenty of options.,positive
Great cafe. Excellent staff. Brilliant cakes and pastries.,positive
Thanks for great breakfast experience!,positive
It seems like the products were better last year.. There is always a queue.,positive
The donut had no filling in it so it was like sweet bread.,negative
Loved.,positive
Prices were cheap. But the queue was too long. I liked the flavors as a korean.,positive
A delicious udon that you can enjoy even in the middle of summer! It was very hot; cramped and crowded with people and I had two bowls of udon and a side dish with two bottles of booze.,positive
Lovely and delicious..,positive
5-10 min walk from the Louvre (depending on which side you come from). I ate really delicious things. I would definitely recommend.,positive
The best udon restaurant in the capital! Few tables however; making a lot of waiting at peak times.,positive
The queue was not that long fortunately! The staffs were all very kind and welcoming. The food was amazing! The udon was the hero; it was very flavorful & juicy!,positive
There were few tables and chairs inside.,positive
Best udon in Paris. Well Korean celebrities visits it too. Just a little bit crowded.,positive
"As an udon restaurant close to the Louvre; it tastes just as good. There's quite a line at lunch, but your turn comes quickly.",positive
The tempura here is amazing.,positive
Fast food restourant with a nice view. Staff are also friendly; mostly frequented by tourists.,positive
Very very bad food and very bad service 0/10.,negative
Classic KFC.,positive
I love fried chicken; I love KFC.,positive
It was delicious!,positive
The chickens are very nice and tasty; I will not say the same for the hamburger.,positive
Not friendly; zero customer service. Pretty disappointing. Limited ketchup sauce only two per customer..,negative
They applied extra price because we were tourists; they tried to defraud us officially.,negative
"The place is very nice; I think, the food was fresh and good; one of my favorite places.",positive
I ate a lot of croissants; but this was the best quality beautiful croissant I've ever eaten in my life. Crispy on the outside; with lots of butter on the inside; the smell was amazing.,positive
The place was crowded when we first went. We preferred chocolate croissants. It was fresh and beautiful.,positive
Three of us went and had Avocado & Poached Eggs; Sausage Scrambled Eggs; Mushroom Scrambled Egg Croissant. I didn't like the avocado croissant because I don't like avocados.,positive
It's a very enjoyable place. The croissants are amazing! The butter feels very good in mouth; it is crunchy. Salty and sweet; they're all great.,positive
I recommend..,positive
Wonderful. The amount of butter used in the croissant was so good that it never lost its taste and crunch. The coffee was fresh and of good quality.,positive
Cheesecakes are a price / performance product; if they have it; you have to try it immediately. The teas were also very good.,positive
The waiters were indifferent; I was not satisfied.,positive
The croissants were delicious but tasted a bit bitter due to overcooking. The croissant with adjika was excellent. But we waited a long time,positive
Each mussel costs 7 liras. The place is big can sit inside and outside. There is a Bosphorus view in the place.,positive
The kokorec and sauced mussels of this branch next to the sea are quite good.,positive
"In a word, super. No need for expensive places. Very tasty; very clean. You can sit at the tables overlooking the Bosphorus and have a pleasant and reasonably priced meal. The staff is very caring.",positive
Not too good; not too bad either.,positive
10 mussels + half a kokorec is 240TL. Also; the place smells like toilet.,negative
I had the chance to try classic mussels and mussels with sauce. Both were beautiful. Kokorec was also good.,positive
Prices are a little bit high but tastes are nice.,positive
In a word; it is magnificent; this is the heart of mussels in Istanbul. Atom kokoreç must be tasted. The mussels with sauce are another good one..,positive
Taste has deteriorated compared to the past. I guess it's because he's famous. I do not recommend; you can eat betters in other restourants.,negative
Magnificent view and legendary taste; and kokorec is also very good; I recommend it to everyone.,positive
"If you go to Trabzon, it is a place you should definitely visit. I knew it was a historical rice cooker; and it tasted great.",positive
Rice and roast are delicious! The inside can be visited like a museum; the employees are friendly. It's a bit pricey though; bring cash with you.,positive
Dishes were really expensive.,positive
It's just perfect; there is nothing to say.,positive
A very authentic place; its roasted meat and bean on the rice is legendary… 1 portion is enough.. The taste of the compote they serve is indispensable…,positive
2 roasted meat on rice + a ayran and a compote; a total of :220 It was nice that it was better roasted than rice.,positive
I tried it after the positive reviews. Its rice and compote are nice. However; there are places in the Black Sea where I ate better roast beef. It's not a place I can say you should try. Prices are reasonable. The place is nice; the service was good.,positive
I have never eaten such delicious roasted rice anywhere. Service presentation and environment was very very nice.,positive
An incredibly beautiful atmosphere with its historical texture and story. We preferred Roasted Meat on the Rice; it was delicious. Portions are very filling.,positive
This is a place we always go for peri peri burger and crispy ravioli. Thanks for the treats.,positive
We ordered the Cream Croissant. The chocolate was bitter and too liquid; I think it would be better if Nutella was applied. It was not a dessert worth the price. (145₺). They also forgot the tea I ordered.,negative
I drank Turkish coffee; it was good.,positive
The products were delicious; the atmosphere was nice. Prices are reasonable; service needs improvement.,positive
Great viewed restourant.,positive
I really liked the atmosphere. The breakfast was very good and worth the price. It is not very expensive; but it is not very affordable either; I think there are ideal prices. Desserts were also excellent.,positive
They are not good in hygiene; portions are big; taste is good; prices are above average.. View is good.,positive
In short; the plates brought to you are no different from the ones on the menu. Pizza is definitely in the top three I've ever eaten.,positive
It's a nice cafe. A little curly haired busboy there was very kind to us. The service was nice.,positive
We came across the Pavlova dish; it was delicious. Their fruit pasta wasn't bad either; but the kids really liked it. The staff is very caring and helpful.,positive
Izmir bomb was nice. The ice cream tasted like milk (not goat's milk) that I was not used to; but it didn't bother me.,positive
I am attaching the photos I could take about the menu and its prices. Overall it wasn't bad.,positive
Although it is a classic; its products are ordinary. Prices are expensive for the quality.,negative
Lemonade and desserts were terrific.,positive
Everything we ordered was excellent especially the Pavlova cake.,positive
Great ambiance.,positive
I tried Pavlova but it was not what I expected. But it could also be about my choice.,positive
We tried Tripple Berry Cheesecake and Pistachio Ice Cream; Strawberry Ice Cream. It was a complete disappointment for us. Especially the pistachio ice cream was highly praised; we couldn't understand why he was bragging.,negative
Menu was like that. Average business.,positive
Prices too high Turkish coffee 42.5TL Salty cookies weak.,positive
Spacious; clean and comfortable place. Employees concerned. We didn't wait long for the order. It was one of the best lahmacun I've ever eaten. Prices are affordable.,positive
The food is very delicious. I congratulate the value and sincerity of the employees in their work.,positive
The space is comfortable and spacious. The service is fast; the staff is concerned. There are many types of kebab. We ordered shish shish and Adana; the taste is satisfactory. Prices were like market average.,positive
Taste; hygiene; speed;service were all very good. I went for a late dinner; everything was very good.,positive
We came from out of town. Kebab and skewers were great; and the strained yogurt appetizer was delicious; we will definitely come to you next visit.,positive
The staff is very interested and fast; the environment is very nice; the food and appetizers are very tasty.,positive
I liked the kebab and salad; but I can't say the same for their appetizers. It was less in variety; unfortunately; it was unpleasant for those who came. The ambiance was great.,positive
It's delicious and the prices are reasonable. The appetizers are very filling and satisfying.,positive
Three Portions of Adana Kebab on one skewer and 3 drinks for 106 TL. My expectation was higher in terms of taste; but I cannot say that I could fully find this expectation. But the side dishes were not bad.,positive
Highly recommend for a different and delicious experience. Being on the beach is very good as a place. Toilets are clean. No bad odor or irritating.,positive
Everything really appeals to both the eyes and the stomach. They have an incredibly beautiful and varied menu. Prices are reasonable according to the taste; quality and satiety of the menu.,positive
Every meal is a source of happiness at Magro. This time we tried chicken with almond sauce and Mac and cheese bolognese; it was delicious. Portions are very filling and very reasonable for the price.,positive
Magro is a really nice place in terms of design. I ate chicken broth soup; tomato soup; magro burger and grilled sea bass. Presentation; portion and taste are good. However; it is very expensive.Service sucks.,negative
Unique in Alsancak Kordon.. Good food; especially chicken wrap is awesome.,positive
Bad breakfast experince for me.,negative
Everything I ate that in a super menu; was very good. I recommend this place to everyone.,positive
Great service; great food; everything is great!,positive
Nice and beautiful place. The breakfast spread was hearty and good. Prices are normal.,positive
Margarita pizza is pretty good. The atmosphere is also nice. Toilets are very clean.,positive
We came here for the first time; we just tried the doner; it was good; the treats were not bad; the staff was very interested.,positive
Liked.,positive
Good in general. Quality for Kızılay and its surroundings. Lahmacun doesn't taste old...,positive
I go here for the lahmacun; I haven't tried their other dishes; but the lahmacun is very good.,positive
I eat it by putting adana kebab in between the lahmacun. Legend is delicious; try it!,positive
Service is good. Lahmacun was delicious.,positive
Turkish meat doner was good; liked.,positive
"Service, respect, taste literally 10/10.",positive
Definitely a good tripe soup; but I've had much better ones. Very clean place; prices are a bit expensive.,positive
I found the trotter soup I was looking for; it was very nice; thank you. Employees are not friendly.,positive
The trotter soup I drank here is among the top 3 soups I've had in my life. The food of the place is very delicious; the service is impeccable.,positive
The taste is excellent; the portion size is good; the price is a bit expensive.,positive
Amazing!,positive
The business demands money from everything; no treats!,positive
Ankara's oldest and most beautiful soup restourant. Soups with very good hygiene can be eaten and drunk with peace of mind. Service is fast. Prices are a little high.,positive
Clean and decent place. I think it would be better if the soup was hot and fresh if there were bread facilities that came with it.,positive
I tried almost all of the dishes and they are very delicious; but the mushroom saute was a little oily; other than that; everything was delicious and good.. the staff were friendly and very kind.,positive
Portions are big. The flavors are nice. Service is fast. Prices are normal. I recommend.,positive
A successful business. It's pretty good in food. Prices could be a little more reasonable.,positive
The ingredients used in the dishes were of very high quality. Really clean; decent and beautiful place.,positive
The prices are reasonable and the food is delicious... The service staff is very caring and attentive...,positive
Don't be fooled by the menus seen in the pictures. It seems less and smaller. I did not like the business; I do not recommend.,negative
Covered doner kebab pita is also really delicious in lahmacun with cubed cheddar... The attention and care of the employees is extraordinary.,positive
A delicious and clean place.,positive
Reviews are misleading; I definitely do not recommend. Too bad.,negative
Meals were prepared neatly and cleanly. It was a pleasant dining experience in a decent place. Thank you very much.,positive
The appetizer plates were very nice; we were very pleased that we went. We ordered 6 types of appetizers; lahmacun and stuffed meatballs. For dessert; we ordered burma kadayif and künefe.,positive
I ate lahmacun; so it was good.,positive
The service is fast; the employees know the region and the cuisine well. Their lahmacun is very small in portion; the size of a hazelnut lahmacun.,positive
Thank you very much for bringing the flavors of Antakya here.,positive
Nice atmosphere!,positive
The prices are reasonable; the employees are concerned and polite; the flavors are good.,positive
Appetizers were good. The size of the lahmacun was good; Even though I ordered spicy; it came painless.,positive
Great dishes!!,positive
I tried it today. It was a place that I really liked. The appetizers were very good; I got the minced meat kebab; it was very successful. Staff was very attentive and service was fast.,positive
It is a historical place. It is one of the oldest and well-known businesses in Antalya. There are delicious soups; home cooked meals; pita kebabs and doner kebabs. Prices are a little expensive.,positive
The lack of tea in such a high quality and crowded place is a big shortcoming. Waiters didn't care about us.,negative
We can say that trotter soup is good. Rotary medium. Inside the restaurant it was very quiet. The staff is fast.,positive
The ambiance is large and airy. The waiters are attentive and the service is fast. The tomato paste goes well with the trotter. The price is very reasonable.,positive
A nice cozy place. It is easily accessible from all parts of the city. It is very interesting that the restaurant does not have a menu.,positive
Perfect taste; same taste same taste every time I go. It's just that it's very busy; so the employees can't care much and the tea service is closed during the busy time.,positive
Good place. Meals were good. Service is also good. There is parking in front for cars.,positive
Very bad business. We were removed from the table because it was time for iftar.,negative
Thank you for amazing dishes.,positive
The fish served to me was almost raw; I couldn't eat it. A place that does not care about customer satisfaction.,negative
I only liked the soup in the place; the fish It was very tasteless and unsalted. We ate fish bread and the bread was full of lettuce.,negative
A decent place. You can eat as a family. You can eat many kinds of fish as grilled; fried or stewed.,positive
Prices are not expensive; Mersin is a place where you can eat fish comfortably in the city; I recommend the fish soup.,positive
Ambiance is a little bit old; but it is okay.,positive
Great place and fish; thanks to the amazing chefs,positive
Nice fish place; beware of the cats though.,positive
The toilets were very dirty; other than that the food was good.,negative
I like fishes especially in this restourant. I ate sea bass and it was great.,positive
I tried mumbar and stuffed meatballs; their taste was legendary. the environment of the shop was wonderful; the attention of the staff to the customers was good.,positive
Everything was amazing; thank you Yesemek! I ate yuvarlama and mumbar.,positive
As someone who tasted Gaziantep cuisine for the first time; I can say that I was amazed. We ordered 2 different trays in order to taste all their local dishes. One had soups and the other had appetizers. The flavors are delicious. It is definitely my recommendation.,positive
Expensive but it is does not matter; flavors was amazing!,positive
I had a nice dining experience. I tasted the local flavors of Gaziantep; they were good.,positive
"The place is nice; Mumbar was smelling bad and the stone came out, I didn't eat it. The mince in the icli kofte was bad; sour. It's also an expensive restaurant.",negative
They have very good soups and appetizers; including Beyran. Everything was fantastic. Oh my god Gaziantep!,positive
Customer care is very good. We ordered the tasting plates and each one was excellent flavors.,positive
It's a great place in terms of taste. The service is fast and the waiters are friendly. It's a bit expensive in terms of price; but you should definitely come and taste these flavors.,positive
The food was delicious but not as exaggerated in other reviews or did not appeal to my taste. The environment is quite nice. The place was noisy because it was crowded.,positive
Menu was like that; Recommend.,positive
The attitude of the waiters towards the customer was cold.,negative
Service was nice; I've tried everything on the menu over time and it's all very good. Prices are very cheap; you should definitely come.,positive
Soup and tenderloin were delicious. Staff involved. Prices are reasonable.,positive
Excellent food and ambiance.,positive
Soups and pitas are incredibly delicious and the portions are hearty. The staff is very caring and smiling. Prices are reasonable.,positive
Friendly waiters; nice service and delicious food. In addition; the price is also affordable.,positive
Nice pizza!,positive
Everything was delicious. Business personnel were also friendly.,positive
I used to come to this restaurant a lot. The flavors used to be better. I think the chef has changed.,positive
We ordered the village breakfast for 2 people. The ones that came were quite enough and delicious. Also; the ravioli was very good.,positive
The most delicious and sincere place to eat in Fethiye. A small family restaurant. I especially liked the veggie pancakes. I strongly recommend.,positive
Menemen is delicious. Homemade jams are very good. Vegetables were not very fresh.,positive
It does not bad. The best part was if the price wasn't affordable.,negative
The place is very cozy; the food was fresh and good. They served pickles and tea; both were delicious.,positive
Home cooking is not bad in terms of taste. We waited about an hour for the manti to eat. Also; the place is a little small.,positive
Turkish sarma was really tasty; liked it.,positive
Turkish pasty was really tasty.,positive
Credit card is not accepted. The flavors are good.,positive
The sauces are very tasty. People are friendly and the place is very clean.,positive
We ordered the Atom box (70 TL). Only cash payment option is available. They're pretty intense. The flavors are good.,positive
The irresistible taste of chicken; sauce and spice that has been increasing for years.,positive
Definitely the chicken and the side salads are also very tasty. Prices are cheap compared to this kind of touristic place. The place was a little crowded.,positive
Sandwich's souce was pretty tasty.,positive
Super delicious chicken; best in town.,positive
We ordered stuffed mumbar; artichokes; liked and tamarind sherbet. All of them were good in taste; quality of materials and presentation.,positive
It is one of the must-visit places with its menu that changes every day and includes original local delicacies from all over Turkey. The poppy and pistachio kebabs are a must try.,positive
We really liked our orders. There were dishes on the menu that I have never tried in my life; nice variety.,positive
Waiters were not very good.,negative
